year,period,periodName,value,rate,title,sex,race,age,mari
2023,M03,March,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2023,M02,February,2.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2023,M01,January,2.8,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2022,M12,December,2.8,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2022,M11,November,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2022,M10,October,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2022,M09,September,2.8,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2022,M08,August,2.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2022,M07,July,2.8,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2022,M06,June,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2022,M05,May,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2022,M04,April,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2022,M03,March,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2022,M02,February,3.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2022,M01,January,3.2,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2021,M12,December,3.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2021,M11,November,3.5,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2021,M10,October,3.7,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2021,M09,September,3.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2021,M08,August,4.3,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2021,M07,July,4.6,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2021,M06,June,5.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2021,M05,May,4.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2021,M04,April,5.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2021,M03,March,5.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2021,M02,February,5.3,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2021,M01,January,5.4,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2020,M12,December,5.8,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2020,M11,November,5.7,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2020,M10,October,5.8,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2020,M09,September,6.7,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2020,M08,August,7.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2020,M07,July,8.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2020,M06,June,9.5,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2020,M05,May,11.7,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2020,M04,April,13.6,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2020,M03,March,3.6,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2020,M02,February,2.8,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2020,M01,January,2.8,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2019,M12,December,2.8,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2019,M11,November,2.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2019,M10,October,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2019,M09,September,2.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2019,M08,August,3.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2019,M07,July,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2019,M06,June,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2019,M05,May,2.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2019,M04,April,2.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2019,M03,March,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2019,M02,February,2.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2019,M01,January,3.2,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2018,M12,December,3.2,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2018,M11,November,3.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2018,M10,October,3.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2018,M09,September,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2018,M08,August,3.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2018,M07,July,3.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2018,M06,June,3.2,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2018,M05,May,3.2,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2018,M04,April,3.3,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2018,M03,March,3.2,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2018,M02,February,3.3,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2018,M01,January,3.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White",Both,White,20-,All
2023,M10,October,3.4,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2023,M09,September,3.5,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2023,M08,August,3.4,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2023,M07,July,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2023,M06,June,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2023,M05,May,3.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2023,M04,April,2.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2023,M03,March,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2023,M02,February,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2023,M01,January,2.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2022,M12,December,2.8,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2022,M11,November,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2022,M10,October,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2022,M09,September,2.8,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2022,M08,August,3.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2022,M07,July,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2022,M06,June,3.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2022,M05,May,3.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2022,M04,April,3.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2022,M03,March,3.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2022,M02,February,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2022,M01,January,3.3,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2021,M12,December,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2021,M11,November,3.3,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2021,M10,October,3.6,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2021,M09,September,4.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2021,M08,August,4.4,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2021,M07,July,4.8,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2021,M06,June,5.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2021,M05,May,5.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2021,M04,April,5.3,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2021,M03,March,5.2,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2021,M02,February,5.4,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2021,M01,January,5.5,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2020,M12,December,5.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2020,M11,November,5.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2020,M10,October,5.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2020,M09,September,6.5,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2020,M08,August,6.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2020,M07,July,8.2,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2020,M06,June,8.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2020,M05,May,10.6,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2020,M04,April,12.3,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2020,M03,March,3.7,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2020,M02,February,2.8,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2020,M01,January,2.8,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2019,M12,December,2.8,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2019,M11,November,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2019,M10,October,3.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2019,M09,September,2.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2019,M08,August,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2019,M07,July,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2019,M06,June,2.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2019,M05,May,2.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2019,M04,April,2.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2019,M03,March,3.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2019,M02,February,2.8,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2019,M01,January,3.2,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2018,M12,December,3.2,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2018,M11,November,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2018,M10,October,3.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2018,M09,September,3.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2018,M08,August,3.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2018,M07,July,2.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2018,M06,June,3.3,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2018,M05,May,3.2,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2018,M04,April,3.4,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2018,M03,March,3.2,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2018,M02,February,3.3,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2018,M01,January,3.2,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Men",Men,White,20-,All
2023,M10,October,2.8,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2023,M09,September,2.8,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2023,M08,August,2.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2023,M07,July,2.7,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2023,M06,June,2.6,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2023,M05,May,2.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2023,M04,April,2.8,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2023,M03,March,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2023,M02,February,2.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2023,M01,January,2.8,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2022,M12,December,2.8,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2022,M11,November,2.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2022,M10,October,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2022,M09,September,2.6,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2022,M08,August,2.8,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2022,M07,July,2.6,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2022,M06,June,2.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2022,M05,May,2.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2022,M04,April,2.8,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2022,M03,March,2.8,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2022,M02,February,3.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2022,M01,January,3.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2021,M12,December,3.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2021,M11,November,3.7,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2021,M10,October,3.8,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2021,M09,September,3.7,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2021,M08,August,4.2,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2021,M07,July,4.5,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2021,M06,June,4.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2021,M05,May,4.7,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2021,M04,April,4.8,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2021,M03,March,5.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2021,M02,February,5.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2021,M01,January,5.2,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2020,M12,December,5.7,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2020,M11,November,5.4,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2020,M10,October,5.6,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2020,M09,September,6.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2020,M08,August,7.3,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2020,M07,July,9.7,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2020,M06,June,10.3,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2020,M05,May,13.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2020,M04,April,15.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2020,M03,March,3.5,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2020,M02,February,2.7,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2020,M01,January,2.7,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2019,M12,December,2.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2019,M11,November,2.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2019,M10,October,2.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2019,M09,September,2.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2019,M08,August,3.2,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2019,M07,July,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2019,M06,June,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2019,M05,May,2.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2019,M04,April,2.8,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2019,M03,March,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2019,M02,February,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2019,M01,January,3.2,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2018,M12,December,3.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2018,M11,November,3.2,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2018,M10,October,3.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2018,M09,September,2.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2018,M08,August,3.2,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2018,M07,July,3.2,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2018,M06,June,3.2,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2018,M05,May,3.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2018,M04,April,3.2,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2018,M03,March,3.2,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2018,M02,February,3.3,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2018,M01,January,3.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, White Women",Women,White,20-,All
2023,M10,October,5.3,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2023,M09,September,5.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2023,M08,August,4.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2023,M07,July,5.3,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2023,M06,June,5.6,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2023,M05,May,5.4,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2023,M04,April,4.4,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2023,M03,March,4.7,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2023,M02,February,5.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2023,M01,January,5.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2022,M12,December,5.3,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2022,M11,November,5.3,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2022,M10,October,5.5,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2022,M09,September,5.6,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2022,M08,August,5.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2022,M07,July,5.5,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2022,M06,June,5.5,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2022,M05,May,5.8,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2022,M04,April,5.6,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2022,M03,March,5.6,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2022,M02,February,6.2,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2022,M01,January,6.4,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2021,M12,December,6.5,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2021,M11,November,5.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2021,M10,October,7.4,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2021,M09,September,7.5,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2021,M08,August,8.3,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2021,M07,July,8.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2021,M06,June,9.2,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2021,M05,May,9.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2021,M04,April,9.5,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2021,M03,March,9.3,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2021,M02,February,9.5,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2021,M01,January,8.9,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2020,M12,December,9.4,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2020,M11,November,10.2,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2020,M10,October,10.4,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2020,M09,September,11.8,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2020,M08,August,12.4,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2020,M07,July,14.1,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2020,M06,June,15.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2020,M05,May,16.0,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2020,M04,April,16.2,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2020,M03,March,6.2,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2020,M02,February,5.5,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
2020,M01,January,5.6,TRUE,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American",Both,Black,20-,All
